adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/7RyHsO4yDXtBv1zUU3mTpHeQ0d5.jpg,"[12, 878, 28]",299534,en,Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",116.654,/or06FN3Dka5tukK1e9sl16pB3iy.jpg,2019-04-24,Avengers: Endgame,False,8.3,23125
False,/1TUg5pO1VZ4B0Q1amk3OlXvlpXV.jpg,"[12, 18, 10751, 16]",420818,en,The Lion King,"Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.",108.206,/dzBtMocZuJbjLOXvrl4zGYigDzh.jpg,2019-07-12,The Lion King,False,7.1,9096
False,/xJWPZIYOEFIjZpBL7SVBGnzRYXp.jpg,"[10751, 16, 12, 35, 14]",330457,en,Frozen II,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",73.011,/mINJaa34MtknCYl5AjtNJzWj8cD.jpg,2019-11-20,Frozen II,False,7.3,8837
False,/ng6SSB3JhbcpKTwbPDsRwUYK8Cq.jpg,"[28, 12, 878]",429617,en,Spider-Man: Far From Home,"Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.",77.771,/4q2NNj4S5dG2RLF9CpXsej7yXl.jpg,2019-06-28,Spider-Man: Far From Home,False,7.5,13991
False,/k5V2cbDZvYIu6BKIK0Q0KGyAUDB.jpg,"[28, 12, 878]",299537,en,Captain Marvel,"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.",59.83,/AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg,2019-03-06,Captain Marvel,False,6.9,14235
False,/n6bUvigpRFqSwmPp1m2YADdbRBc.jpg,"[80, 53, 18]",475557,en,Joker,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",67.396,/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg,2019-10-01,Joker,False,8.2,22702
False,/SPkEiZGxq5aHWQ2Zw7AITwSEo2.jpg,"[12, 28, 878]",181812,en,Star Wars: The Rise of Skywalker,"The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins.",63.387,/db32LaOibwEliAmSL2jjDF6oDdj.jpg,2019-12-18,Star Wars: The Rise of Skywalker,False,6.4,8732
False,/q62bpQ67qaXY0u6b2wFEnQYIbPd.jpg,"[10751, 12, 16, 35, 14]",301528,en,Toy Story 4,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",65.246,/w9kR8qbmQ01HwnvK4alvnQ2ca0L.jpg,2019-06-19,Toy Story 4,False,7.5,8813
False,/rVqY0Bo4Npf6EIONUROxjYAJfmD.jpg,"[12, 14, 10749, 10751]",420817,en,Aladdin,A kindhearted street urchin named Aladdin embarks on a magical adventure after finding a lamp that releases a wisecracking genie while a power-hungry Grand Vizier vies for the same lamp that has the power to make their deepest wishes come true.,62.964,/ykUEbfpkf8d0w49pHh0AD2KrT52.jpg,2019-05-22,Aladdin,False,7.1,9206
False,/zTxHf9iIOCqRbxvl8W5QYKrsMLq.jpg,"[12, 35, 14]",512200,en,Jumanji: The Next Level,"As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.",60.292,/jyw8VKYEiM1UDzPB7NsisUgBeJ8.jpg,2019-12-04,Jumanji: The Next Level,False,6.9,7670
False,/hpgda6P9GutvdkDX5MUJ92QG9aj.jpg,"[28, 12, 35]",384018,en,Fast & Furious Presents: Hobbs & Shaw,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.",252.376,/qRyy2UmjC5ur9bDi3kpNNRCc5nc.jpg,2019-08-01,Fast & Furious Presents: Hobbs & Shaw,False,6.9,6322
False,/eGK2JJO1ZeoabWThHmC9IjUTmfP.jpg,"[16, 14, 12]",615453,zh,哪吒之魔童降世,"The Primus extracts a Mixed Yuan Bead into a Spirit Seed and a Demon Pill. The Spirit Seed can be reincarnated as a human to help King Zhou establish a new dynasty, whereas the Demon Pill will create a devil threatening humanity. Ne Zha is the one who is destined to be the hero, but instead he becomes a devil incarnate, because the Spirit Seed and a Demon Pill are switched.",15.976,/phM9bb6s9c60LA8qwsdk7U1N2cS.jpg,2019-07-26,Ne Zha,False,7.9,337
False,/lFwykSz3Ykj1Q3JXJURnGUTNf1o.jpg,"[16, 10751, 12]",166428,en,How to Train Your Dragon: The Hidden World,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",85.767,/xvx4Yhf0DVH8G4LzNISpMfFBDy2.jpg,2019-01-03,How to Train Your Dragon: The Hidden World,False,7.8,5641
False,,[],747121,en,Alha Sahma,"A bounty hunter has a mission, kill a jew, but things don't go according to plan.",0.6,/m7sGOqpSDGxk23qxBPkZ4qcZ2v9.jpg,2019-04-12,Alha Sahma,False,10,1
False,/skvI4rYFrKXS73BJxWGH54Omlvv.jpg,"[10751, 14, 12, 28]",420809,en,Maleficent: Mistress of Evil,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",53.771,/vloNTScJ3w7jwNwtNGoG8DbTThv.jpg,2019-10-16,Maleficent: Mistress of Evil,False,7.3,5511
False,/8moTOzunF7p40oR5XhlDvJckOSW.jpg,"[27, 14]",474350,en,It Chapter Two,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",70.094,/zfE0R94v1E8cuKAerbskfD3VfUt.jpg,2019-09-04,It Chapter Two,False,6.9,7697
False,/uApqiVISxh7ToKijXYuIsyRR0dA.jpg,"[18, 36]",612845,zh,我和我的祖国,Anthology of short films directed by several different directors.,4.872,/x1rr6EIaq16GgKVYfUcRIwisnxZ.jpg,2019-09-30,"My People, My Country",False,6.6,43
False,/nDP33LmQwNsnPv29GQazz59HjJI.jpg,"[28, 12, 14]",447404,en,Pokémon Detective Pikachu,"In a world where people collect pocket-size monsters (Pokémon) to do battle, a boy comes across an intelligent monster who seeks to be a detective.",55.23,/wgQ7APnFpf1TuviKHXeEe3KnsTV.jpg,2019-05-10,Pokémon Detective Pikachu,False,7,6097
False,/8RKBHHRqOMOLh5qW3sS6TSFTd8h.jpg,"[28, 878, 12]",399579,en,Alita: Battle Angel,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.",49.624,/xRWht48C2V8XNfzvPehyClOvDni.jpg,2019-01-31,Alita: Battle Angel,False,7.2,8183
False,/2lBOQK06tltt8SQaswgb8d657Mv.jpg,"[10752, 18, 36]",530915,en,1917,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",39.517,/iZf0KyrE25z1sage4SYFLCCrMi9.jpg,2019-12-25,1917,False,8,11000
False,/uovH5k4BAEPqXqxgwVrTtqH169g.jpg,"[878, 28]",373571,en,Godzilla: King of the Monsters,"Follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species, thought to be mere myths, rise again, they all vie for supremacy, leaving humanity's very existence hanging in the balance.",92.525,/fQ40gmFM4p03tXwMxQQKh2cCBW4.jpg,2019-05-29,Godzilla: King of the Monsters,False,6.7,5326
False,/xwgBHC2FgoIrQitl8jZwXXdsR9u.jpg,"[35, 18, 53]",466272,en,Once Upon a Time… in Hollywood,"Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…",40.312,/wQKeS2JrsRF8XSfd9zqflrc5gad.jpg,2019-07-24,Once Upon a Time… in Hollywood,False,7.4,11790
False,/OIGX2lm5tmlCKvZUghtwHzoxxO.jpg,"[28, 35, 14]",287947,en,Shazam!,A boy is given the ability to become an adult superhero in times of need with a single magic word.,83.774,/xnopI5Xtky18MPhK40cZAGAOVeV.jpg,2019-03-29,Shazam!,False,7,8529
False,/5tFt6iuGnKapHl5tw0X0cKcnuVo.jpg,"[10751, 14, 12]",329996,en,Dumbo,"A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer.",24.927,/deTOAcMWuHTjOUPQphwcPFFfTQz.jpg,2019-03-27,Dumbo,False,6.7,3995
False,/vVpEOvdxVBP2aV166j5Xlvb5Cdc.jpg,"[28, 53, 80]",458156,en,John Wick: Chapter 3 - Parabellum,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.",226.947,/ziEuG1essDuWuC5lpWUaw1uXY2O.jpg,2019-05-15,John Wick: Chapter 3 - Parabellum,False,7.4,9190
False,/4HWAQu28e2yaWrtupFPGFkdNU7V.jpg,"[35, 80, 9648]",546554,en,Knives Out,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",42.961,/pThyQovXQrw2m0s9x82twj48Jq4.jpg,2019-11-27,Knives Out,False,7.9,10685
False,/a6cDxdwaQIFjSkXf7uskg78ZyTq.jpg,"[878, 28]",290859,en,Terminator: Dark Fate,"Decades after Sarah Connor prevented Judgment Day, a lethal new Terminator is sent to eliminate the future leader of the resistance. In a fight to save mankind, battle-hardened Sarah Connor teams up with an unexpected ally and an enhanced super soldier to stop the deadliest Terminator yet.",57.97,/vqzNJRH4YyquRiWxCCOH0aXggHI.jpg,2019-10-23,Terminator: Dark Fate,False,6.5,4450
False,/hiKmpZMGZsrkA3cdce8a7Dpos1j.jpg,"[35, 53, 18]",496243,ko,기생충,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",60.718,/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,2019-05-30,Parasite,False,8.5,15701
False,/sC0b8iPUHfZdD8kseLiHw3N8gkp.jpg,"[27, 53, 9648]",458723,en,Us,"Husband and wife Gabe and Adelaide Wilson take their kids to their beach house expecting to unplug and unwind with friends. But as night descends, their serenity turns to tension and chaos when some shocking visitors arrive uninvited.",26.638,/ux2dU1jQ2ACIMShzB3yP93Udpzc.jpg,2019-03-14,Us,False,7,6567
False,/2FYzxgLNuNVwncilzUeCGbOQzP7.jpg,"[35, 878, 28]",479455,en,Men in Black: International,"The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest, most global threat to date: a mole in the Men in Black organization.",25.059,/dPrUPFcgLfNbmDL8V69vcrTyEfb.jpg,2019-06-12,Men in Black: International,False,5.9,4328
